pincode,statename,city,Districtname,
146112,Punjab,Hoshiarpur,Hoshiarpur,
146113,Punjab,Hoshiarpur,Hoshiarpur,
146114,Punjab,Hoshiarpur,Hoshiarpur,
146115,Punjab,Balachaur,Hoshiarpur,
146116,Punjab,Hoshiarpur,Hoshiarpur,
147001,Punjab,PATIALA,Patiala,
147002,Punjab,PATIALA,Patiala,
147003,Punjab,PATIALA,Patiala,
147004,Punjab,PATIALA,Patiala,
147005,Punjab,PATIALA,Patiala,
147006,Punjab,Nabha,Patiala,
147007,Punjab,PATIALA,Patiala,
147008,Punjab,PATIALA,Patiala,
147021,Punjab,PATIALA,Patiala,
147101,Punjab,PATIALA,Patiala,
147102,Punjab,Samana,Patiala,
147103,Punjab,PATIALA,Patiala,
147104,Punjab,Fatehgarh Sahib,Patiala,
147105,Punjab,Samana,Patiala,
147111,Punjab,PATIALA,Patiala,
147201,Punjab,Nabha,Patiala,
147202,Punjab,Samana,Patiala,
147203,Punjab,Amloh (P),Fatehgarh Sahib,
147301,Punjab,Fatehgarhsahib,Fatehgarh Sahib,
148001,Punjab,Sangrur,Sangrur,
148002,Punjab,Sangrur,Sangrur,
148017,Punjab,Dhuri,Sangrur,
148018,Punjab,Malerkotla,Sangrur,
148019,Punjab,Malerkotla,Malerkotla,
148020,Punjab,Malerkotla,Malerkotla,
148021,Punjab,Malerkotla,Malerkotla,
148022,Punjab,Malerkotla,Sangrur,
148023,Punjab,Malerkotla,Malerkotla,
148024,Punjab,Dhuri,Sangrur,
148025,Punjab,Dhuri,Sangrur,
148026,Punjab,Sangrur,Sangrur,
148027,Punjab,Moonak,Sangrur,
148028,Punjab,Sunam,Sangrur,
148029,Punjab,Sangrur,Sangrur,
148030,Punjab,Moonak,Sangrur,
148031,Punjab,Moonak,Sangrur,
148033,Punjab,Sunam,Sangrur,
148034,Punjab,Dhuri,Sangrur,
148035,Punjab,Sunam,Sangrur,
148100,Punjab,Barnala,Barnala,
148101,Punjab,Barnala,Barnala,
148102,Punjab,Barnala,Barnala,
148103,Punjab,Barnala,Barnala,
148104,Punjab,Barnala,Barnala,
148105,Punjab,Barnala,Barnala,
148106,Punjab,Barnala,Barnala,
148107,Punjab,Barnala,Barnala,
148108,Punjab,Barnala,Barnala,
148109,Punjab,Barnala,Barnala,
151001,Punjab,Bathinda,Bathinda,
151002,Punjab,Bti,Bathinda,
151003,Punjab,Bathinda,Bathinda,
151004,Punjab,Bathinda,Bathinda,
151005,Punjab,Bathinda,Bathinda,
151006,Punjab,Bathinda,Bathinda,
151101,Punjab,Bhucho Manda,Bathinda,
151102,Punjab,Bathinda,Bathinda,
151103,Punjab,Phul,Bathinda,
151104,Punjab,Phul,Bathinda,
151105,Punjab,Phul,Bathinda,
151106,Punjab,Rampura Phul,Bathinda,
151108,Punjab,Phul,Bathinda,
151111,Punjab,Phul,Bathinda,
151201,Punjab,Goniana Mandi,Bathinda,
151202,Punjab,Jaitu,Faridkot,
151203,Punjab,Faridkot,Faridkot,
151204,Punjab,Jaitu,Faridkot,
151205,Punjab,Faridkot,Faridkot,
151206,Punjab,Rampura Phul,Bathinda,
151207,Punjab,Faridkot,Moga,
151208,Punjab,Jaitu,Moga,
151209,Punjab,Kotkapura,Faridkot,
151210,Punjab,Malout,Sri Muktsar Sahib,
151211,Punjab,Malout,Sri Muktsar Sahib,
151212,Punjab,Faridkot,Faridkot,
151213,Punjab,Faridkot,Faridkot,
151214,Punjab,Faridkot,Faridkot,
151301,Punjab,T Sabo,Bathinda,
151302,Punjab,T.sabo,Bathinda,
151401,Punjab,Sangat,Bathinda,
151501,Punjab,Bareta,Mansa,
151502,Punjab,Bdh,Mansa,
151503,Punjab,Boha,Mansa,
151504,Punjab,Bkh,Mansa,
151505,Punjab,Mansa,Mansa,
151506,Punjab,Mansa,Mansa,
151507,Punjab,Mansa,Mansa,
151508,Punjab,Mansa,Mansa,
151509,Punjab,Maur,Bathinda,
151510,Punjab,Mansa,Mansa,
152001,Punjab,Firozepur,Firozepur,
152002,Punjab,Firozepur,Firozepur,
152003,Punjab,Firozepur,Firozepur,
152004,Punjab,Ferozepur,Firozepur,
152005,Punjab,Zira,Firozepur,
152020,Punjab,FAZILKA,Fazilka,
152021,Punjab,Firozepur,Firozepur,
152022,Punjab,Jalalabad,Firozepur,
152023,Punjab,Firozepur,Firozepur,
152024,Punjab,Jalalabad,Fazilka,
152025,Punjab,Giddarbaha,Sri Muktsar Sahib,
152026,Punjab,Muktsar,Sri Muktsar Sahib,
152028,Punjab,Moga,Firozepur,
152031,Punjab,Muktsar,Sri Muktsar Sahib,
152032,Punjab,Malout,Sri Muktsar Sahib,
152033,Punjab,Jalalabad,Fazilka,
152101,Punjab,Giddarbaha,Sri Muktsar Sahib,
152107,Punjab,Malout,Sri Muktsar Sahib,
152112,Punjab,Giddarbaha,Sri Muktsar Sahib,
152113,Punjab,Malout,Sri Muktsar Sahib,
152114,Punjab,Malout,Sri Muktsar Sahib,
152115,Punjab,Malout,Sri Muktsar Sahib,
152116,Punjab,Abohar,Fazilka,
152117,Punjab,Abohar,Fazilka,
152118,Punjab,Abohar,Fazilka,
152121,Punjab,FAZILKA,Fazilka,
152122,Punjab,FAZILKA,Fazilka,
152123,Punjab,FAZILKA,Fazilka,
152124,Punjab,FAZILKA,Fazilka,
152128,Punjab,FAZILKA,Fazilka,
152132,Punjab,Abohar,Fazilka,
160001,Chandigarh,Chandigarh,Chandigarh,
160002,Chandigarh,Chandigarh,Chandigarh,
160003,Chandigarh,Chandigarh,Chandigarh,
160004,Chandigarh,Chandigarh,Chandigarh,
160005,Chandigarh,Chandigarh,Chandigarh,
160006,Chandigarh,Chandigarh,Chandigarh,
160009,Chandigarh,Chandigarh,Chandigarh,
160011,Chandigarh,Chandigarh,Chandigarh,
160012,Chandigarh,Chandigarh,Chandigarh,
160014,Chandigarh,S.A.S.Nagar (Mohali),Chandigarh,
160015,Chandigarh,Chandigarh,Chandigarh,
160016,Chandigarh,Chandigarh,Chandigarh,
160017,Chandigarh,Chandigarh,Chandigarh,
160018,Chandigarh,Chandigarh,Chandigarh,
160019,Chandigarh,Chandigarh,Chandigarh,
160020,Chandigarh,Chandigarh,Chandigarh,
160022,Chandigarh,Chandigarh,Chandigarh,
160023,Chandigarh,Chandigarh,Chandigarh,
160025,Chandigarh,Chandigarh,Chandigarh,
160030,Chandigarh,Chandigarh,Chandigarh,
160036,Chandigarh,Chandigarh,Chandigarh,
160043,Chandigarh,Chandigarh,Chandigarh,
160047,Chandigarh,Chandigarh,Chandigarh,
160055,Punjab,S.A.S.Nagar (Mohali),S.A.S Nagar,
160059,Punjab,S.A.S.Nagar (Mohali),S.A.S Nagar,
160062,Punjab,S.A.S.Nagar (Mohali),S.A.S Nagar,
160071,Punjab,S.A.S.Nagar (Mohali),S.A.S Nagar,
160101,Chandigarh,Chandigarh,Chandigarh,
160102,Chandigarh,Chandigarh,Chandigarh,
160103,Punjab,S.A.S Nagar,S.A.S Nagar,
160104,Punjab,Derabassi,S.A.S Nagar,
171001,Himachal pradesh,Shimla Urban(T),Shimla,
171002,Himachal pradesh,Shimla Urban(T),Shimla,
171003,Himachal pradesh,Shimla Urban(T),Shimla,
171004,Himachal pradesh,Shimla Urban(T),Shimla,
171005,Himachal pradesh,Shimla Urban(T),Shimla,
171006,Himachal pradesh,Shimla,Shimla,
171007,Himachal pradesh,Shimla,Shimla,
171008,Himachal pradesh,Shimla Urban(T),Shimla,
171009,Himachal pradesh,Shimla Urban(T),Shimla,
171010,Himachal pradesh,Shimla Urban(T),Shimla,
171011,Himachal pradesh,Shimla,Shimla,
171012,Himachal pradesh,Shimla R,Shimla,
171013,Himachal pradesh,Shimla,Shimla,
171014,Himachal pradesh,Shimla,Shimla,
171015,Himachal pradesh,Shimla,Shimla,
171018,Himachal pradesh,Suni,Shimla,
171019,Himachal pradesh,Suni,Shimla,
171102,Himachal pradesh,SOLAN,Solan,
171103,Himachal pradesh,Shimla,Shimla,
171201,Himachal pradesh,Theog,Shimla,
171202,Himachal pradesh,Kotkhai,Shimla,
171203,Himachal pradesh,Rohru,Shimla,
171204,Himachal pradesh,Kotkhai,Shimla,
171205,Himachal pradesh,Jubbal,Shimla,
171206,Himachal pradesh,Jubbal,Shimla,
171207,Himachal pradesh,Rohru,Shimla,
171208,Himachal pradesh,Chirgaon,Shimla,
171209,Himachal pradesh,Theog,Shimla,
171210,Himachal pradesh,Chopal,Shimla,
171211,Himachal pradesh,Chopal,Shimla,
171212,Himachal pradesh,Theog,Shimla,
171213,Himachal pradesh,Kumarsain,Shimla,
171214,Himachal pradesh,Rohru,Shimla,
171215,Himachal pradesh,Jubbal,Shimla,
171216,Himachal pradesh,Jubbal,Shimla,
171217,Himachal pradesh,Chopal,Shimla,
171218,Himachal pradesh,Shimla,Shimla,
171219,Himachal pradesh,Shimla,Shimla,
171220,Himachal pradesh,Theog,Shimla,
171221,Himachal pradesh,Rohru,Shimla,
171222,Himachal pradesh,Theog,Shimla,
171223,Himachal pradesh,Rohru,Shimla,
171224,Himachal pradesh,Rohru,Shimla,
171225,Himachal pradesh,Kothkhai,Shimla,
171226,Himachal pradesh,Theog,Shimla,
171301,Himachal pradesh,Suni,Shimla,
172001,Himachal pradesh,Nankhari,Shimla,
172002,Himachal pradesh,Nirmand,Kullu,
172021,Himachal pradesh,Nankhari,Shimla,
172022,Himachal pradesh,Rampur Bushahr,Shimla,
172023,Himachal pradesh,Nirmand,Kullu,
172024,Himachal pradesh,Kumharsain(T),Shimla,
172025,Himachal pradesh,Ani(S.T),Kullu,
172026,Himachal pradesh,Anni,Kullu,
172027,Himachal pradesh,Kumarsain,Shimla,
172028,Himachal pradesh,Nankhari(S.T),Shimla,
172029,Himachal pradesh,Kumharsain(T),Shimla,
172030,Himachal pradesh,Kumarsain,Shimla,
172031,Himachal pradesh,Kumharsain(T),Shimla,
172032,Himachal pradesh,Ani(S.T),Kullu,
172033,Himachal pradesh,Nermand(T),Kullu,
172034,Himachal pradesh,Rampur(T),Shimla,
172101,Himachal pradesh,Nichar(T),Shimla,
172102,Himachal pradesh,Rampur(T),Shimla,
172103,Himachal pradesh,Nichar(T),Kinnaur,
172104,Himachal pradesh,Nichar(T),Kinnaur,
172105,Himachal pradesh,Sangla(T),Kinnaur,
172106,Himachal pradesh,Sangla(T),Kinnaur,
172107,Himachal pradesh,Kalpa(T),Kinnaur,
172108,Himachal pradesh,Kalpa(T),Kinnaur,
172109,Himachal pradesh,Moorang,Kinnaur,
172110,Himachal pradesh,Morang(T),Kinnaur,
172111,Himachal pradesh,Poo(T),Kinnaur,
172112,Himachal pradesh,Hangrang,Kinnaur,
172113,Himachal pradesh,Spiti,Lahul And Spiti,
172114,Himachal pradesh,Spiti,Lahul And Spiti,
172115,Himachal pradesh,Nichar(T),Kinnaur,
172116,Himachal pradesh,Poo(T),Kinnaur,
172117,Himachal pradesh,Spiti,Lahul And Spiti,
172118,Himachal pradesh,Nichar(T),Kinnaur,
172201,Himachal pradesh,Rampur Bushahr,Shimla,
173001,Himachal pradesh,Pachhad,Sirmaur,
173021,Himachal pradesh,Paonta,Sirmaur,
173022,Himachal pradesh,Paonta,Sirmaur,
173023,Himachal pradesh,Sangrah,Sirmaur,
173024,Himachal pradesh,Pachhad,Sirmaur,
173025,Himachal pradesh,Paonta,Sirmaur,
173026,Himachal pradesh,Nahan,Sirmaur,
173027,Himachal pradesh,Shillai,Sirmaur,
173029,Himachal pradesh,Shillai,Sirmaur,
173030,Himachal pradesh,Nahan,Sirmaur,
173031,Himachal pradesh,Poanta Sahib,Sirmaur,
173032,Himachal pradesh,Sangarh,Sirmaur,
173101,Himachal pradesh,Pachhad,Sirmaur,
173104,Himachal pradesh,Sangrah,Sirmaur,
173201,Himachal pradesh,SOLAN,Solan,
173202,Himachal pradesh,SOLAN,Solan,
173204,Himachal pradesh,Kasauli,Solan,
173205,Himachal pradesh,Nalagarh,Solan,
173206,Himachal pradesh,SOLAN,Solan,
173207,Himachal pradesh,Kandaghat,Solan,
173208,Himachal pradesh,Kandaghat,Solan,
173209,Himachal pradesh,Kasauli,Solan,
173210,Himachal pradesh,SOLAN,Solan,
173211,Himachal pradesh,SOLAN,Solan,
173212,Himachal pradesh,SOLAN,Solan,
173213,Himachal pradesh,SOLAN,Solan,
173214,Himachal pradesh,Kasauli(T),Solan,
173215,Himachal pradesh,Kandaghat,Solan,
173217,Himachal pradesh,Kandaghat,Solan,
173218,Himachal pradesh,Ramshahar,Solan,
173220,Himachal pradesh,SOLAN,Solan,
173221,Himachal pradesh,Arki,Solan,
173222,Himachal pradesh,Kandaghat,Solan,
173223,Himachal pradesh,Rajghar,Sirmaur,
173225,Himachal pradesh,SOLAN,Solan,
173229,Himachal pradesh,SOLAN,Solan,
173230,Himachal pradesh,SOLAN,Solan,
173233,Himachal pradesh,SOLAN,Solan,
173234,Himachal pradesh,Kandaghat,Solan,
173235,Himachal pradesh,Arki,Solan,
173236,Himachal pradesh,SOLAN,Solan,
174001,Himachal pradesh,Bilaspur,Bilaspur,
174002,Himachal pradesh,Bilaspur,Bilaspur,
174003,Himachal pradesh,Ghumarwin,Bilaspur,
174004,Himachal pradesh,Bilaspur,Bilaspur,
174401,Himachal pradesh,Bilaspur,Bilaspur,
174005,Himachal pradesh,Blaspur,Bilaspur,
174011,Himachal pradesh,Naina Devi,Bilaspur,
174012,Himachal pradesh,Bilaspur,Bilaspur,
174013,Himachal pradesh,Bilaspur,Bilaspur,
174015,Himachal pradesh,Naina Devi,Bilaspur,
174017,Himachal pradesh,Ghumarwin,Bilaspur,
174021,Himachal pradesh,Ghumarwin,Bilaspur,
174023,Himachal pradesh,Ghumarwin,Bilaspur,
174024,Himachal pradesh,Ghumarwin,Bilaspur,
174026,Himachal pradesh,Ghumarwin,Bilaspur,
174027,Himachal pradesh,Ghumarwin,Bilaspur,
174028,Himachal pradesh,Ghumarwin,Bilaspur,
174029,Himachal pradesh,Jhanduta,Bilaspur,
174030,Himachal pradesh,Jhandutta,Bilaspur,
174031,Himachal pradesh,Jhandutta,Bilaspur,
174032,Himachal pradesh,Bilaspur,Bilaspur,
174033,Himachal pradesh,Bilaspur,Bilaspur,
174034,Himachal pradesh,Jhandutta,Bilaspur,
174035,Himachal pradesh,Jhandutha,Bilaspur,
174036,Himachal pradesh,Bilaspur,Bilaspur,
174101,Himachal pradesh,SOLAN,Solan,
174102,Himachal pradesh,SOLAN,Solan,
174103,Himachal pradesh,Kasauli,Solan,
174201,Himachal pradesh,Naina Devi,Bilaspur,
174301,Himachal pradesh,Una,Una,
174302,Himachal pradesh,Amb,Una,
174303,Himachal pradesh,Una,Una,
174304,Himachal pradesh,Barsar,Hamirpur,
174305,Himachal pradesh,Barsar,Hamirpur,
174306,Himachal pradesh,Una,Una,
174307,Himachal pradesh,Bangana(T),Una,
174308,Himachal pradesh,Bangana(T),Una,
174309,Himachal pradesh,Barsar,Hamirpur,
174310,Himachal pradesh,Naina Devi,Bilaspur,
174311,Himachal pradesh,Bijhari,Hamirpur,
174312,Himachal pradesh,Barsar,Hamirpur,
174314,Himachal pradesh,Bangana,Una,
174315,Himachal pradesh,Una(T),Una,
174316,Himachal pradesh,Amb,Una,
174317,Himachal pradesh,Haroli,Una,
174319,Himachal pradesh,Amb(T),Una,
174320,Himachal pradesh,Bangana,Una,
174321,Himachal pradesh,Bangana(T),Una,
174405,Himachal pradesh,Nadaun,Hamirpur,
174503,Himachal pradesh,Haroli,Una,
174505,Himachal pradesh,Hamirpur,Hamirpur,
174507,Himachal pradesh,Haroli,Una,
175001,Himachal pradesh,Sadar,Mandi,
175002,Himachal pradesh,Sundarnagar(T),Mandi,
175003,Himachal pradesh,Sadar,Mandi,
175004,Himachal pradesh,Sarkaghat,Mandi,
175005,Himachal pradesh,Sadar,Mandi,
175006,Himachal pradesh,Sadar,Mandi,
175007,Himachal pradesh,Sarkaghat,Mandi,
175008,Himachal pradesh,Sadar,Mandi,
175009,Himachal pradesh,Karsog,Mandi,
175010,Himachal pradesh,Karsog,Mandi,
175011,Himachal pradesh,Karsog,Mandi,
175012,Himachal pradesh,Joginder Nagar,Mandi,
175013,Himachal pradesh,Baijnath,Mandi,
175014,Himachal pradesh,Jogindernagar,Mandi,
175015,Himachal pradesh,Jogindarnagar(T),Mandi,
175016,Himachal pradesh,Lad Bharol(T),Mandi,
175017,Himachal pradesh,Sunder Nagar,Mandi,
175018,Himachal pradesh,Sunder Nagar,Mandi,
175019,Himachal pradesh,Sunder Nagar,Mandi,
175020,Himachal pradesh,MANDI,Mandi,
175021,Himachal pradesh,Sadar,Mandi,
175023,Himachal pradesh,Sadar,Mandi,
175024,Himachal pradesh,Sarkaghat,Mandi,
175025,Himachal pradesh,Sarkaghat,Mandi,
175026,Himachal pradesh,Sarkaghat,Mandi,
175027,Himachal pradesh,Sadar,Mandi,
175028,Himachal pradesh,Chachiot,Mandi,
175029,Himachal pradesh,Chachiot,Mandi,
175030,Himachal pradesh,Sundarnagar(T),Mandi,
175031,Himachal pradesh,Nihri(S.T),Mandi,
175032,Himachal pradesh,Jogindernagar,Mandi,
175033,Himachal pradesh,Sarkaghat,Mandi,
175034,Himachal pradesh,Sarkaghat,Mandi,
175035,Himachal pradesh,Thunag(T),Mandi,
175036,Himachal pradesh,Sadar,Mandi,
175037,Himachal pradesh,Sarkaghat(T),Mandi,
175038,Himachal pradesh,Sunder Nagar,Mandi,
175039,Himachal pradesh,Chachiot,Mandi,
175040,Himachal pradesh,Dharmpur(S.T),Mandi,
175042,Himachal pradesh,Sarkaghat(T),Mandi,
175045,Himachal pradesh,MANDI,Mandi,
175046,Himachal pradesh,Karsog,Mandi,
175047,Himachal pradesh,Thunag(T),Mandi,
175048,Himachal pradesh,Thunag,Mandi,
175049,Himachal pradesh,Sarkaghat,Mandi,
175050,Himachal pradesh,Sarkaghat,Mandi,
175051,Himachal pradesh,Sarkaghat,Mandi,
175052,Himachal pradesh,Sadar,Mandi,
175075,Himachal pradesh,MANDI,Mandi,
175101,Himachal pradesh,Kullu,Kullu,
175102,Himachal pradesh,Kullu,Kullu,
175103,Himachal pradesh,Manali(T),Kullu,
175104,Himachal pradesh,Kullu(T),Kullu,
175105,Himachal pradesh,Kullu(T),Kullu,
175106,Himachal pradesh,Thunag,Mandi,
175121,Himachal pradesh,MANDI,Mandi,
175123,Himachal pradesh,Banjar(T),Mandi,
175124,Himachal pradesh,Sadar,Mandi,
175125,Himachal pradesh,Kullu,Mandi,
175126,Himachal pradesh,Banjar,Kullu,
175128,Himachal pradesh,Naggar,Kullu,
175129,Himachal pradesh,Naggar,Kullu,
175130,Himachal pradesh,Naggar,Kullu,
175131,Himachal pradesh,Naggar,Kullu,
175132,Himachal pradesh,Lahaul,Lahul And Spiti,
175133,Himachal pradesh,Lahaul,Lahul And Spiti,
175134,Himachal pradesh,Sainj(S.T),Kullu,
175136,Himachal pradesh,Kullu(T),Kullu,
175138,Himachal pradesh,Kullu(T),Kullu,
175139,Himachal pradesh,Lahaul,Lahul And Spiti,
175140,Himachal pradesh,Lahaul,Lahul And Spiti,
175141,Himachal pradesh,Kullu(T),Kullu,
175142,Himachal pradesh,Udaipur,Lahul And Spiti,
175143,Himachal pradesh,Naggar,Kullu,
176001,Himachal pradesh,Kangra,Kangra,
176002,Himachal pradesh,Kangra,Kangra,
176021,Himachal pradesh,Jawali(T),Kangra,
176022,Himachal pradesh,Nurpur(T),Kangra,
176023,Himachal pradesh,Jawali,Kangra,
176025,Himachal pradesh,Fatehpur(T),Kangra,
176026,Himachal pradesh,Kangra,Kangra,
176027,Himachal pradesh,Jawali(T),Kangra,
176028,Himachal pradesh,Dera Gopipur(T),Kangra,
176029,Himachal pradesh,Baroh,Kangra,
176030,Himachal pradesh,Khundian(T),Kangra,
176031,Himachal pradesh,Dera Gopipur(T),Kangra,
176032,Himachal pradesh,Khuandian,Kangra,
176033,Himachal pradesh,Dehra,Kangra,
176036,Himachal pradesh,Dehra,Kangra,
176037,Himachal pradesh,Baroh,Kangra,
176038,Himachal pradesh,Kangra(T),Kangra,
176039,Himachal pradesh,Bijhari,Hamirpur,
176040,Himachal pradesh,Bijhari,Hamirpur,
176041,Himachal pradesh,Bhoranj,Hamirpur,
176042,Himachal pradesh,Ghumarwin,Hamirpur,
176043,Himachal pradesh,Ghumarwin,Hamirpur,
176044,Himachal pradesh,Ghumarwin,Hamirpur,
176045,Himachal pradesh,Bhoranj,Hamirpur,
176047,Himachal pradesh,Kangra(T),Kangra,
176048,Himachal pradesh,Bhoranj,Hamirpur,
176049,Himachal pradesh,Bijhari,Hamirpur,
176051,Himachal pradesh,Jawali(T),Kangra,
176052,Himachal pradesh,Palampur,Kangra,
176053,Himachal pradesh,Fatehpur,Kangra,
176054,Himachal pradesh,Baroh(T),Kangra,
176055,Himachal pradesh,Dehra,Kangra,
176056,Himachal pradesh,Kangra(T),Kangra,
176057,Himachal pradesh,Dharamsala,Kangra,
176058,Himachal pradesh,Nurpur,Kangra,
176059,Himachal pradesh,Palampur,Kangra,
176060,Himachal pradesh,Palampur,Kangra,
176061,Himachal pradesh,Palampur,Kangra,
176062,Himachal pradesh,Palampur,Kangra,
176063,Himachal pradesh,Baijnath,Kangra,
176064,Himachal pradesh,Palampur,Kangra,
176065,Himachal pradesh,Palampur,Kangra,
176066,Himachal pradesh,Dera Gopipur(T),Kangra,
176067,Himachal pradesh,Kangra,Kangra,
176071,Himachal pradesh,Palampur,Kangra,
176073,Himachal pradesh,Palampur,Kangra,
176075,Himachal pradesh,Palampur,Kangra,
176076,Himachal pradesh,Palampur,Kangra,
